날짜,북컨물동량,남컨물동량,서컨물동량,남해2지선_가락IC-서부산TG,남해2지선_서부산IC-가락IC,남해선(순천-부산)_김해JC-동김해IC,남해선(순천-부산)_북부산TG-김해JC,부산신항선_남진례IC-대청IC,부산신항선_대청IC-진해IC,부산신항선_진례JC-남진례IC,부산신항선_진해IC-남문대교,중앙선_대감JC-대동IC,중앙선_대동IC-초정IC
2024-12-26,8650.0,,3366.0,15452.47,22485.97,6622.39,0.0,,,,,9619.53,0.0
2024-12-27,8172.0,,1338.0,13314.25,19224.85,6432.58,0.0,,,,,9482.63,0.0
2024-12-28,7889.0,,1078.0,10381.05,13566.36,2776.71,0.0,,,,,3816.99,0.0
2024-12-29,6780.0,6679.0,750.0,7373.46,9851.54,901.86,0.0,,,,,1274.66,0.0
2024-12-30,12438.0,,713.0,14293.85,22188.24,6408.68,0.0,,,,,9341.02,0.0
2024-12-31,9571.0,,463.0,11486.24,17647.64,5676.61,0.0,248.74,342.78,,74.47,7975.87,0.0
2025-01-01,6322.0,,4095.0,1457.7,1959.31,1102.87,0.0,346.19,596.77,,78.72,1572.06,0.0
2025-01-02,9357.0,4551.0,5087.0,4299.88,6819.81,5725.84,0.0,1667.9,2378.08,,970.51,8385.62,0.0
2025-01-03,14206.0,,151.0,4324.08,6869.39,6357.71,0.0,1950.14,2752.21,,1146.26,9170.15,0.0
2025-01-04,6814.0,5975.0,1181.0,2507.29,3531.67,2573.71,0.0,1011.6,1637.26,,476.29,3580.59,0.0
2025-01-05,7927.0,10366.0,2693.0,1155.49,1593.72,939.66,0.0,401.61,654.79,,125.84,1282.92,0.0
2025-01-06,,,1552.0,4335.27,6453.79,6338.37,0.0,1787.98,2523.24,,1048.59,8921.24,0.0
2025-01-07,8417.0,,1735.0,4203.02,6307.35,6450.75,0.0,1920.39,2684.22,,1130.03,9659.64,0.0
2025-01-08,9525.0,7981.0,1580.0,4040.03,6060.05,6214.49,0.0,1838.25,2585.54,,1099.0,9259.48,0.0
2025-01-09,6556.0,4326.0,861.0,4099.82,6140.28,6296.01,0.0,1953.33,2735.04,,1157.2,9256.74,0.0
2025-01-10,11700.0,,2199.0,4132.4,6118.89,7630.67,,,,,,9097.73,
2025-01-11,5881.0,5104.0,1702.0,2714.68,3703.6,3104.09,0.0,1001.86,1601.49,,458.52,3498.13,0.0
2025-01-12,7367.0,,741.0,1264.05,1563.13,1214.25,0.0,448.98,742.4,,144.07,1385.26,0.0
2025-01-13,7480.0,4733.0,988.0,4257.31,6116.69,7844.08,0.0,1976.88,2789.38,,1175.96,9163.41,0.0
2025-01-14,13295.0,,99.0,4587.18,6628.49,8430.61,0.0,2065.98,2895.14,,1237.16,10009.16,0.0
2025-01-15,10897.0,7173.0,602.0,4149.77,6111.79,8394.15,0.0,1957.73,2752.95,,1192.01,10031.8,0.0
2025-01-16,8534.0,5330.0,2579.0,4127.96,6122.1,8309.4,0.0,2086.23,2893.22,,1259.84,10168.07,0.0
2025-01-17,10454.0,,1248.0,4264.34,6250.51,8342.84,0.0,2166.55,3024.05,,1239.7,9847.89,0.0
2025-01-18,6435.0,14053.0,1938.0,2469.11,3276.43,3524.18,0.0,1175.75,1822.2,,538.12,4049.55,0.0
2025-01-19,10269.0,4603.0,8505.0,1094.36,1379.62,1219.9,0.0,381.97,628.17,,113.88,1410.29,0.0
2025-01-20,4973.0,,582.0,4545.02,6591.82,8439.77,0.0,2037.83,2824.03,,1217.64,9466.02,0.0
2025-01-21,20245.0,10320.0,1261.0,4606.02,6618.19,8784.13,0.0,2218.74,3043.68,,1300.28,10340.71,0.0
2025-01-22,7352.0,8274.0,1222.0,4534.43,7075.61,8862.22,0.0,2186.67,2990.51,,1263.79,10357.8,0.0
2025-01-23,4915.0,8551.0,3015.0,4611.75,7389.41,9092.18,0.0,2288.3,3120.53,,1347.84,10707.25,0.0
2025-01-24,9833.0,,2180.0,4615.06,7417.81,8528.83,,,,,,10142.36,
2025-01-25,8689.0,8792.0,2995.0,2999.35,4278.2,3643.21,0.0,1125.72,1629.75,,465.95,4345.69,0.0
2025-01-26,13404.0,8562.0,4183.0,1063.69,1522.74,1078.53,0.0,219.13,336.94,,51.21,1269.03,0.0
2025-01-27,10605.0,7537.0,1667.0,1867.58,2676.11,2779.99,0.0,531.54,819.51,,167.27,2975.26,0.0
2025-01-28,11950.0,5995.0,866.0,1015.42,1321.63,886.99,0.0,202.71,333.0,,36.23,902.61,0.0
2025-01-29,3340.0,2051.0,198.0,203.31,253.67,354.21,0.0,108.8,168.15,,12.43,336.63,0.0
2025-01-30,6298.0,3820.0,2760.0,1055.8,1413.51,1127.94,0.0,238.45,380.83,,47.2,1205.56,0.0
2025-01-31,6564.0,,8817.0,3766.03,5700.85,5543.05,0.0,1470.68,2101.77,,842.99,6277.04,0.0
2025-02-01,7400.0,3817.0,1288.0,9464.93,12844.49,2764.27,0.0,,,,,2968.66,0.0
2025-02-02,8565.0,,209.0,7855.39,10515.98,1216.03,0.0,,,,,1325.79,0.0
2025-02-03,8906.0,,80.0,14715.71,22969.21,7756.65,0.0,,,,,9032.68,0.0
2025-02-04,4194.0,,4059.0,13374.18,20830.44,8199.76,0.0,,,,,9845.43,0.0
2025-02-05,9840.0,3860.0,493.0,14121.69,22127.94,7850.13,0.0,,,,,9560.89,0.0
2025-02-06,5148.0,9139.0,1137.0,13510.72,21635.35,7862.49,0.0,,,,,9758.09,0.0
2025-02-07,1786.0,,2181.0,13184.59,20998.21,8181.56,0.0,,,,,9300.36,0.0
2025-02-08,9892.0,9809.0,1532.0,8987.49,12413.65,3198.68,0.0,,,,,3721.58,0.0
2025-02-09,5843.0,11038.0,839.0,5913.59,7651.03,1155.66,0.0,,,,,1322.18,0.0
2025-02-10,7959.0,,1017.0,14339.05,21096.74,7446.18,0.0,,,,,9025.17,0.0
2025-02-11,7430.0,,4708.0,14138.42,20830.81,8072.28,0.0,,,,,10037.27,0.0
2025-02-12,7965.0,11339.0,205.0,10684.56,15554.31,7430.31,0.0,,,,,8422.39,0.0
2025-02-13,8108.0,8148.0,3124.0,12731.37,18559.21,7993.16,0.0,,,,,9953.75,0.0
2025-02-14,,,2132.0,13409.84,19513.91,7995.69,0.0,,,,,9678.03,0.0
2025-02-15,4250.0,6698.0,2723.0,10223.07,14655.28,3701.08,0.0,,,,,3994.62,0.0
2025-02-16,12600.0,8807.0,4043.0,7388.39,9178.5,1268.44,0.0,,,,,1415.25,0.0
2025-02-17,6385.0,,425.0,14175.45,20242.64,7621.53,0.0,,,,,9339.34,0.0
2025-02-18,8830.0,,488.0,13597.61,19361.23,8027.35,0.0,,,,,10012.89,0.0
2025-02-19,13742.0,5643.0,955.0,12874.25,18978.6,7906.64,0.0,,,,,9694.75,0.0
2025-02-20,9415.0,8921.0,1738.0,13879.44,20116.59,8337.76,0.0,,,,,9907.8,0.0
2025-02-21,13675.0,,2972.0,11923.48,17262.66,8119.22,0.0,,,,,9480.22,0.0
2025-02-22,14608.0,13150.0,1354.0,10165.45,12956.22,3606.43,0.0,,,,,4138.1,0.0
2025-02-23,6191.0,,1764.0,6331.79,7729.98,1282.95,0.0,,,,,1522.86,0.0
2025-02-24,13891.0,6817.0,13.0,13773.7,19254.51,7700.19,0.0,,,,,9428.79,0.0
2025-02-25,14796.0,,2344.0,13069.4,18990.34,8013.42,0.0,,,,,10141.09,0.0
2025-02-26,5508.0,9018.0,1330.0,13059.3,19403.34,8449.97,0.0,,,,,10135.48,0.0
2025-02-27,18560.0,14268.0,2770.0,13534.4,20472.26,8736.97,0.0,,,,,10354.57,0.0
2025-02-28,8824.0,,942.0,12747.41,18385.48,8683.17,0.0,,,,,9769.95,0.0
2025-03-01,5837.0,,895.0,6350.37,8504.63,3061.92,0.0,,,,,3233.06,0.0
2025-03-02,6968.0,8294.0,2231.0,3436.62,4495.4,993.03,0.0,,,,,1081.72,0.0
2025-03-03,11098.0,8040.0,1021.0,9714.69,13057.23,2767.92,0.0,,,,,2904.8,0.0
2025-03-04,12487.0,,1175.0,11747.14,17578.08,7352.53,0.0,,,,,8277.81,0.0
2025-03-05,10957.0,6432.0,311.0,12710.61,19166.7,8018.89,0.0,,,,,9550.3,0.0
2025-03-06,9412.0,12533.0,1188.0,12497.9,19243.63,8645.78,0.0,,,,,10216.32,0.0
2025-03-07,7338.0,,417.0,11189.51,16552.52,8144.8,0.0,,,,,9693.84,0.0
2025-03-08,5731.0,4402.0,705.0,7110.89,9715.81,3349.54,0.0,,,,,3558.63,0.0
2025-03-09,10952.0,,1571.0,6498.56,8280.76,1266.45,0.0,,,,,1430.98,0.0
2025-03-10,12593.0,7333.0,1630.0,13334.48,19799.34,8176.32,0.0,,,,,9417.09,0.0
2025-03-11,5172.0,,2363.0,12972.65,19141.68,8314.3,0.0,,,,,9955.65,0.0
2025-03-12,10104.0,7275.0,1541.0,13490.78,20184.86,8366.52,0.0,,,,,10081.23,0.0
2025-03-13,8764.0,4754.0,1611.0,12388.5,19163.5,8511.17,0.0,,,,,9943.8,0.0
2025-03-14,11679.0,,272.0,12458.13,18313.35,8260.23,0.0,,,,,9573.2,0.0
2025-03-15,10440.0,9699.0,2834.0,8479.03,11718.99,3358.93,0.0,,,,,3515.96,0.0
2025-03-16,11502.0,6363.0,2360.0,6118.71,7990.97,1310.61,0.0,,,,,1341.6,0.0
2025-03-17,12029.0,,1697.0,13692.78,20358.49,7870.46,0.0,,,,,9210.53,0.0
2025-03-18,11816.0,,694.0,13246.26,20226.77,8328.32,0.0,,,,,9782.9,0.0
2025-03-19,8004.0,6781.0,1554.0,13129.93,19871.95,8224.12,0.0,,,,,9906.44,0.0
2025-03-20,11731.0,12101.0,2374.0,13328.23,20014.9,8408.39,0.0,,,,,10306.06,0.0
2025-03-21,6661.0,,6191.0,12449.97,18616.84,8190.86,0.0,,,,,9563.18,0.0
2025-03-22,13821.0,8878.0,1134.0,7322.35,9856.82,3334.32,0.0,,,,,3591.25,0.0
2025-03-23,6461.0,4435.0,969.0,7357.79,9747.47,1366.36,0.0,,,,,1489.67,0.0
2025-03-24,13301.0,,1608.0,13549.19,20159.89,8132.0,0.0,,,,,9268.58,0.0
2025-03-25,6304.0,,2801.0,12753.27,19024.38,8565.26,0.0,,,,,10110.88,0.0
2025-03-26,9765.0,9320.0,1681.0,12633.27,18553.7,8205.33,0.0,,,,,10051.7,0.0
2025-03-27,14383.0,3065.0,2866.0,10886.21,13609.88,34756.82,0.0,,,,,47771.19,0.0
2025-03-28,8314.0,8613.0,2573.0,12096.59,18055.86,8462.98,0.0,,,,,9588.49,0.0
2025-03-29,14808.0,6171.0,1508.0,8477.84,11550.9,3542.63,0.0,,,,,3664.34,0.0
2025-03-30,6532.0,8384.0,4871.0,6844.8,8809.51,1372.5,0.0,,,,,1407.72,0.0
2025-03-31,14849.0,,2417.0,13495.52,19959.71,8049.23,0.0,,,,,9047.02,0.0
2025-04-01,7405.0,4759.0,2852.0,4092.71,6141.15,8551.19,0.0,,,,,9901.1,0.0
2025-04-02,8091.0,8463.0,3482.0,3770.46,5618.86,8350.95,0.0,,,,,9881.57,0.0
2025-04-03,10102.0,4510.0,1797.0,4167.43,6185.46,8949.29,0.0,,,,,10159.67,0.0
2025-04-04,10651.0,,2911.0,4223.22,6124.23,8153.24,0.0,,,,,9574.3,0.0
2025-04-05,9742.0,6855.0,3000.0,2229.64,3120.12,3238.21,0.0,,,,,3242.97,0.0
2025-04-06,11977.0,7816.0,4564.0,1146.95,1475.92,1340.28,0.0,,,,,1412.26,0.0
2025-04-07,10175.0,8379.0,927.0,4092.54,6033.11,8006.4,0.0,,,,,9152.99,0.0
2025-04-08,6771.0,7169.0,775.0,3938.79,5782.52,8687.75,0.0,,,,,9762.35,0.0
2025-04-09,7260.0,6642.0,2938.0,3939.69,6049.87,8381.22,0.0,,,,,9644.22,0.0
2025-04-10,6149.0,6115.0,1040.0,3822.99,5556.94,8649.82,0.0,,,,,10044.24,0.0
2025-04-11,16169.0,6842.0,1537.0,3943.15,5771.45,8337.13,0.0,,,,,9569.83,0.0
2025-04-12,4526.0,6243.0,3896.0,1984.31,2780.77,3459.46,0.0,,,,,3438.38,0.0
2025-04-13,10516.0,6406.0,1393.0,1232.8,1674.31,1299.56,0.0,,,,,1336.74,0.0
2025-04-14,12268.0,9696.0,2429.0,3799.72,5391.52,8295.99,0.0,,,,,8929.61,0.0
2025-04-15,10996.0,7969.0,1344.0,3969.38,5822.83,8526.02,0.0,,,,,9825.99,0.0
2025-04-16,7910.0,9349.0,2990.0,3805.83,5784.99,8592.38,0.0,,,,,9168.57,0.0
2025-04-17,7799.0,7008.0,3405.0,3782.08,5284.44,8619.95,0.0,,,,,9858.61,0.0
2025-04-18,8535.0,,1325.0,3977.92,5501.88,8497.15,0.0,,,,,9388.09,0.0
2025-04-19,6830.0,6463.0,2529.0,2198.4,2834.92,3321.01,0.0,,,,,3483.16,0.0
2025-04-20,11062.0,11723.0,2427.0,1147.98,1529.8,1347.43,0.0,,,,,1482.4,0.0
2025-04-21,19083.0,,2507.0,3948.93,5810.84,8082.75,0.0,,,,,9140.33,0.0
2025-04-22,8594.0,,357.0,2860.25,4089.5,6662.34,0.0,,,,,8521.61,0.0
2025-04-23,5947.0,7287.0,520.0,3891.0,5741.69,8871.36,0.0,,,,,10163.4,0.0
2025-04-24,9279.0,7951.0,5729.0,3928.84,5772.05,8996.34,0.0,,,,,10277.32,0.0
2025-04-25,18518.0,,800.0,4137.22,6248.29,8969.58,0.0,,,,,10043.84,0.0
2025-04-26,7740.0,6550.0,3184.0,2564.42,3434.5,3810.95,0.0,,,,,3968.27,0.0
2025-04-27,12591.0,6694.0,3543.0,1258.83,1668.07,1453.31,0.0,,,,,1540.69,0.0
2025-04-28,6788.0,5835.0,2541.0,4254.35,6285.57,8707.65,0.0,,,,,9676.61,0.0
2025-04-29,12866.0,6759.0,629.0,4299.41,6574.01,9388.33,0.0,,,,,10363.5,0.0
2025-04-30,17774.0,9171.0,3392.0,4276.55,6279.28,9031.21,0.0,,,,,10447.93,0.0
2025-05-01,11914.0,,2025.0,10184.63,13515.35,3781.86,0.0,,,,,4288.68,0.0
2025-05-02,7035.0,11373.0,1817.0,13915.89,20051.54,7908.47,0.0,,,,,8814.69,0.0
2025-05-03,6736.0,4541.0,2183.0,8598.51,10974.35,3369.27,0.0,,,,,3528.9,0.0
2025-05-04,7188.0,8165.0,4557.0,2790.6,3600.58,997.1,0.0,,,,,1017.91,0.0
2025-05-05,12519.0,,767.0,7556.11,10219.85,2366.05,0.0,,,,,2552.0,0.0
2025-05-06,13670.0,,1650.0,11076.85,14897.13,2871.93,0.0,,,,,3041.5,0.0
2025-05-07,7352.0,3358.0,4311.0,13547.66,20444.73,8449.44,0.0,,,,,9373.88,0.0
2025-05-08,12184.0,9805.0,3640.0,13809.7,21216.71,9446.37,0.0,,,,,10746.33,0.0
2025-05-09,14233.0,,1905.0,10080.56,14481.54,6611.15,0.0,,,,,9082.05,0.0
2025-05-10,4649.0,,3901.0,7942.57,10516.18,3791.23,0.0,,,,,3877.03,0.0
2025-05-11,6949.0,6588.0,13.0,7980.08,10401.15,1399.63,0.0,,,,,1432.84,0.0
2025-05-12,8793.0,7671.0,894.0,13584.67,20600.52,8523.39,0.0,,,,,9555.23,0.0
2025-05-13,9268.0,5008.0,1055.0,13540.82,21199.53,8997.5,0.0,,,,,10237.77,0.0
2025-05-14,9481.0,4405.0,2060.0,13641.14,20896.51,8861.37,0.0,,,,,10045.59,0.0
2025-05-15,9683.0,4736.0,1298.0,12722.07,17866.85,8389.49,0.0,,,,,9961.39,0.0
2025-05-16,14336.0,,3624.0,11211.25,15404.0,8127.62,0.0,,,,,9638.76,0.0
2025-05-17,9402.0,9918.0,2662.0,7890.37,10276.35,3593.18,0.0,,,,,3779.34,0.0
2025-05-18,13075.0,6259.0,691.0,7489.71,10084.25,1392.34,0.0,,,,,1463.69,0.0
2025-05-19,3506.0,5946.0,794.0,13124.83,20315.14,8549.27,0.0,,,,,9615.79,0.0
2025-05-20,10026.0,,3536.0,12653.8,18245.69,8846.2,0.0,,,,,10171.07,0.0
2025-05-21,7957.0,10783.0,3259.0,12733.23,19683.8,8712.86,0.0,,,,,9772.54,0.0
2025-05-22,13586.0,5658.0,3037.0,12843.97,20338.47,8656.47,0.0,,,,,9974.94,0.0
2025-05-23,11553.0,,2752.0,11887.65,18988.61,8695.93,0.0,,,,,9744.17,0.0
2025-05-24,8971.0,8053.0,1892.0,8921.73,11912.08,3566.52,0.0,,,,,3666.83,0.0
2025-05-25,8426.0,9590.0,1084.0,6793.88,9024.86,1358.24,0.0,,,,,1429.05,0.0
2025-05-26,,,2615.0,13733.38,20795.79,8695.9,0.0,,,,,9323.79,0.0
2025-05-27,12940.0,,855.0,12913.97,20387.21,8847.45,0.0,,,,,9995.72,0.0
2025-05-28,14134.0,8294.0,1819.0,13134.57,21066.88,8766.83,0.0,,,,,9767.85,0.0
2025-05-29,9001.0,7988.0,2466.0,13557.21,21023.78,8652.19,0.0,,,,,9831.27,0.0
2025-05-30,12296.0,,2029.0,12214.92,18865.9,8398.63,0.0,,,,,9525.07,0.0
2025-05-31,12034.0,7775.0,976.0,8920.88,12750.0,3526.22,0.0,,,,,3710.66,0.0
2025-06-01,6145.0,7838.0,793.0,1157.18,1585.62,1313.5,0.0,,,,,1455.25,0.0
2025-06-02,,,1528.0,3498.58,5365.18,7660.77,0.0,,,,,8924.97,0.0
2025-06-03,6527.0,,3088.0,2242.71,3111.64,3928.76,0.0,,,,,4439.0,0.0
2025-06-04,16629.0,9646.0,1529.0,4124.49,6495.77,8748.68,0.0,,,,,9846.94,0.0
2025-06-05,7260.0,5874.0,3382.0,4273.86,6570.25,8324.74,0.0,,,,,10620.81,0.0
2025-06-06,10495.0,,2330.0,2698.43,3863.2,0.0,0.0,,,,,4761.64,0.0
2025-06-07,11339.0,7683.0,4161.0,1940.66,2684.61,0.0,0.0,,,,,3354.35,0.0
2025-06-08,7794.0,6579.0,2495.0,1163.79,1525.19,0.0,0.0,,,,,1404.95,0.0
2025-06-09,6129.0,5267.0,3022.0,3881.78,5871.63,0.0,0.0,,,,,9659.04,0.0
2025-06-10,8233.0,,656.0,3912.05,6125.78,0.0,0.0,,,,,10564.79,0.0
2025-06-11,8253.0,5033.0,2252.0,3838.95,5980.21,0.0,0.0,,,,,10411.41,0.0
2025-06-12,7275.0,3043.0,1400.0,3866.77,6227.96,0.0,0.0,,,,,10332.06,0.0
2025-06-13,11968.0,,1466.0,3575.36,5430.87,0.0,0.0,,,,,9213.83,0.0
2025-06-14,9076.0,6267.0,2610.0,1334.48,1574.55,0.0,0.0,,,,,3170.99,0.0
2025-06-15,11037.0,9376.0,1863.0,1108.6,1372.16,0.0,0.0,,,,,1443.05,0.0
2025-06-16,6234.0,7856.0,170.0,3253.8,4520.99,0.0,0.0,,,,,8403.13,0.0
2025-06-17,8371.0,,2046.0,3801.25,5648.76,0.0,0.0,,,,,9650.42,0.0
2025-06-18,11693.0,6714.0,906.0,3844.58,5523.66,0.0,0.0,,,,,9935.81,0.0
2025-06-19,14285.0,11107.0,970.0,4088.29,6193.94,0.0,0.0,,,,,10258.86,0.0
2025-06-20,,,1103.0,3579.64,4412.03,0.0,0.0,,,,,9258.89,0.0
2025-06-21,14756.0,5501.0,2192.0,1811.34,2183.14,0.0,0.0,,,,,3046.36,0.0
2025-06-22,6246.0,5066.0,838.0,1182.76,1567.75,0.0,0.0,,,,,1424.33,0.0
2025-06-23,11047.0,10052.0,3242.0,3793.1,5691.46,0.0,0.0,,,,,9058.75,0.0
2025-06-24,5118.0,,3810.0,3181.66,4552.38,0.0,0.0,,,,,8985.0,0.0
2025-06-25,9514.0,5699.0,139.0,3600.76,5288.41,0.0,0.0,,,,,9570.07,0.0
2025-06-26,8544.0,5503.0,521.0,4013.66,6148.09,0.0,0.0,,,,,10220.08,0.0
2025-06-27,10398.0,,4466.0,4022.25,6218.53,0.0,0.0,,,,,9515.05,0.0
2025-06-28,18335.0,10428.0,2434.0,2540.71,3446.54,0.0,0.0,,,,,4120.13,0.0
2025-06-29,8498.0,4205.0,2141.0,1136.62,1457.56,0.0,0.0,,,,,1463.12,0.0
2025-06-30,8735.0,,1750.0,3841.93,5719.21,0.0,0.0,,,,,8849.64,0.0
2025-07-01,10820.0,,2666.0,13093.61,20038.46,0.0,0.0,,,,,9532.44,0.0
2025-07-02,12667.0,6503.0,970.0,9290.17,14526.72,0.0,0.0,,,,,7052.47,0.0
2025-07-03,7032.0,4700.0,1065.0,12247.95,19251.68,0.0,0.0,,,,,9670.58,0.0
2025-07-04,7508.0,5420.0,1881.0,10154.66,15800.58,0.0,0.0,,,,,9410.52,0.0
2025-07-05,6533.0,10240.0,1413.0,8965.0,12393.33,0.0,0.0,,,,,3662.33,0.0
2025-07-06,6061.0,7845.0,3496.0,6750.97,9045.71,0.0,0.0,,,,,1423.67,0.0
2025-07-07,11802.0,,3073.0,13419.87,21181.15,0.0,0.0,,,,,9049.75,0.0
2025-07-08,7415.0,,1343.0,12999.79,20958.83,0.0,0.0,,,,,9927.13,0.0
2025-07-09,12026.0,4024.0,709.0,12896.37,20559.76,0.0,0.0,,,,,9590.59,0.0
2025-07-10,8751.0,4378.0,1958.0,13179.9,21349.25,0.0,0.0,,,,,9684.78,0.0
2025-07-11,8371.0,,3883.0,12783.79,19720.5,0.0,0.0,,,,,9134.77,0.0
2025-07-12,5710.0,8699.0,3395.0,9644.71,13616.82,0.0,0.0,,,,,3600.55,0.0
2025-07-13,11733.0,4853.0,1618.0,6465.24,8740.78,0.0,0.0,,,,,1385.8,0.0
2025-07-14,10859.0,,1930.0,12731.51,18697.52,0.0,0.0,,,,,8622.4,0.0
2025-07-15,2646.0,,2158.0,12833.29,19214.93,0.0,0.0,,,,,9039.26,0.0
2025-07-16,17357.0,11910.0,985.0,11630.63,17341.35,0.0,0.0,,,,,9526.6,0.0
2025-07-17,6250.0,5289.0,1694.0,12200.98,16994.73,0.0,0.0,,,,,8617.58,0.0
2025-07-18,6633.0,,1893.0,10425.94,14302.77,0.0,0.0,,,,,7648.98,0.0
2025-07-19,7702.0,3596.0,1582.0,6407.29,9334.59,0.0,0.0,,,,,2913.22,0.0
2025-07-20,10045.0,4371.0,1600.0,7181.96,9800.79,0.0,0.0,,,,,1430.16,0.0
2025-07-21,5037.0,9230.0,3071.0,13888.2,20266.79,0.0,0.0,,,,,8942.64,0.0
2025-07-22,15847.0,10815.0,2607.0,12627.98,19110.31,0.0,0.0,,,,,9718.3,0.0
2025-07-23,13552.0,3592.0,3209.0,13129.75,20325.23,0.0,0.0,,,,,9669.51,0.0
2025-07-24,5946.0,8609.0,3112.0,14207.97,20724.93,0.0,0.0,,,,,10033.73,0.0
2025-07-25,9086.0,,1968.0,12707.43,18023.27,0.0,0.0,,,,,9752.19,0.0
2025-07-26,11691.0,5452.0,1946.0,9698.24,12450.39,0.0,0.0,,,,,3706.93,0.0
2025-07-27,10028.0,6971.0,339.0,7172.55,8840.24,0.0,0.0,,,,,1365.45,0.0
2025-07-28,11936.0,9673.0,405.0,14318.02,20117.77,0.0,0.0,,,,,8136.18,0.0
2025-07-29,10435.0,6574.0,5335.0,14429.38,20475.09,0.0,0.0,,,,,8901.15,0.0
2025-07-30,17802.0,5362.0,2779.0,14237.01,19911.03,0.0,0.0,,,,,8032.54,0.0
2025-07-31,4860.0,13007.0,1694.0,12979.84,18221.91,0.0,0.0,,,,,7468.83,0.0
2025-08-01,4799.0,,1336.0,3711.93,5165.67,0.0,0.0,,,,,6642.83,0.0
2025-08-02,15154.0,3921.0,1007.0,1969.01,2543.18,0.0,0.0,,,,,2616.7,0.0
2025-08-03,8383.0,5418.0,2356.0,1063.85,1371.53,0.0,0.0,,,,,1292.56,0.0
2025-08-04,8606.0,4070.0,841.0,3034.89,4119.4,0.0,0.0,,,,,6523.64,0.0
2025-08-05,6663.0,,2673.0,3167.51,4586.63,0.0,0.0,,,,,7642.59,0.0
2025-08-06,8710.0,5563.0,2055.0,3267.92,4674.5,0.0,0.0,,,,,7842.36,0.0
2025-08-07,9803.0,6366.0,3447.0,3550.1,5242.41,0.0,0.0,,,,,8940.3,0.0
2025-08-08,4303.0,,2264.0,3755.26,5661.74,0.0,0.0,,,,,8849.54,0.0
2025-08-09,10221.0,6025.0,1880.0,1998.77,2807.76,0.0,0.0,,,,,3352.24,0.0
2025-08-10,5207.0,7754.0,2652.0,953.92,1196.28,0.0,0.0,,,,,1384.05,0.0
2025-08-11,8610.0,,951.0,3599.64,5368.2,0.0,0.0,,,,,8116.8,0.0
2025-08-12,7775.0,3256.0,1378.0,3037.31,3927.75,0.0,0.0,,,,,8620.14,0.0
2025-08-13,5538.0,5985.0,1520.0,3606.63,5084.99,0.0,0.0,,,,,8841.89,0.0
2025-08-14,8567.0,7939.0,1728.0,4259.68,5795.5,0.0,0.0,,,,,8926.58,0.0
2025-08-15,10229.0,,1607.0,2779.67,3553.11,0.0,0.0,,,,,4133.57,0.0
2025-08-16,13532.0,8181.0,2520.0,2262.87,2840.39,0.0,0.0,,,,,2866.87,0.0
2025-08-17,4653.0,3502.0,2710.0,1237.95,1480.29,0.0,0.0,,,,,1427.43,0.0
2025-08-18,5865.0,5621.0,1210.0,3903.27,5524.49,0.0,0.0,796.99,1036.34,,413.36,8759.59,0.0
2025-08-19,6317.0,,1413.0,4051.21,6026.19,0.0,0.0,2056.1,2817.07,,1193.33,9775.84,0.0
2025-08-20,11630.0,8518.0,2029.0,4131.16,5976.67,0.0,0.0,1998.78,2724.42,,1162.78,9492.55,0.0
2025-08-21,7519.0,6921.0,2898.0,4319.39,6402.24,0.0,0.0,2034.74,2732.79,,1188.32,9219.06,0.0
2025-08-22,8216.0,,3079.0,4228.51,6245.68,0.0,0.0,2131.36,2898.36,,1174.5,9056.56,0.0
2025-08-23,9923.0,8407.0,1613.0,2565.82,3495.51,0.0,0.0,906.68,1397.79,,331.28,3742.18,0.0
2025-08-24,10006.0,7363.0,820.0,1203.1,1571.73,0.0,0.0,317.23,498.72,,65.98,1398.51,0.0
2025-08-25,10041.0,11357.0,498.0,4276.05,6046.84,,,1949.58,2677.94,,1078.4,9172.89,
2025-08-26,8079.0,,1145.0,4163.02,6115.03,0.0,0.0,1988.84,2721.59,,1103.72,9501.47,0.0
2025-08-27,5289.0,6283.0,2306.0,3913.44,5926.24,0.0,0.0,1937.1,2663.29,,1103.39,9729.87,0.0
2025-08-28,17093.0,5649.0,1594.0,4097.62,6038.21,0.0,0.0,1934.67,2631.69,,1088.81,10019.33,0.0
2025-08-29,7337.0,,3910.0,4059.54,5884.67,0.0,0.0,2058.95,2811.68,,1118.28,9210.14,0.0
2025-08-30,7423.0,5262.0,1919.0,2314.08,3019.67,0.0,0.0,887.89,1355.48,,259.01,3609.8,0.0
2025-08-31,12843.0,6327.0,2774.0,1105.59,1503.89,0.0,0.0,287.7,453.84,,58.07,1350.12,0.0
2025-09-01,11504.0,,1849.0,12661.64,18487.84,0.0,0.0,1549.94,2154.87,,861.83,8328.24,0.0
2025-09-02,8916.0,,2069.0,12552.79,18745.71,0.0,0.0,1660.78,2307.43,,935.62,8733.13,0.0
2025-09-03,3088.0,3042.0,3875.0,13435.53,19605.9,0.0,0.0,1760.77,2429.99,,990.45,8909.23,0.0
2025-09-04,7648.0,9134.0,2374.0,14385.72,21428.38,0.0,0.0,1891.36,2591.6,,1051.8,9396.42,0.0
2025-09-05,6585.0,,40.0,13396.06,19634.36,0.0,0.0,1872.16,2578.56,,1016.98,8924.18,0.0
2025-09-06,11881.0,7375.0,11.0,8762.63,11545.96,0.0,0.0,889.46,1341.42,,272.19,3399.66,0.0
